231801028,4.898866,49,8591,152,884,29622,76,False,False,False,False,1697494317.374697
116232883,4.929066,81,16421,184,393,197483,49,True,True,False,False,1697494318.0451295
75123404,4.804788,7,541,18,149,1003,402,False,False,False,False,1697494318.8526728
290383014,4.927877,38,8571,99,77,70781,11,False,False,False,False,1697494319.4728909
240798902,4.861792,20,2155,59,410,7021,4,False,False,False,False,1697494320.0760286
827899600,4.870267,33,5179,123,168,15834,2,False,False,False,False,1697494320.7413304
69010342,4.899432,5,1224,33,175,12883,120,False,False,False,False,1697494321.36409
334358322,4.889183,39,4896,102,140,29149,111,False,False,False,False,1697494322.0265648
298563272,4.929076,155,25149,305,71,14059,1,False,False,False,False,1697494322.6450443
815546911,4.800195,17,983,39,177,4513,4,False,False,False,False,1697494323.266766
173392916,4.914535,865,163793,2347,186,1102088,619,True,True,False,False,1697494323.9563854
400405513,4.90325,106,20457,360,63,40003,14,False,False,False,False,1697494324.5858605
802225812,4.849566,8,1013,38,20,5127,2,False,False,False,False,1697494325.2056088
70681764,4.880619,946,108165,2299,517,491544,10,True,True,False,False,1697494325.8392477
490415221,4.904762,1,185,3,68,3735,9,False,False,False,False,1697494326.4566536
256712430,4.952381,1,195,1,126,1222,0,False,False,False,False,1697494327.0579312
207416211,4.974446,27,24122,93,656,110391,2,False,False,False,False,1697494327.740285
177433291,4.908212,245,28363,435,475,98471,98,False,False,False,False,1697494328.3429294
63475883,4.926678,52,11151,144,1452,128978,0,True,True,False,False,1697494328.94787
149554358,4.948081,3,1523,11,220,51381,686,False,False,False,False,1697494329.5919714
