231801028,4.898866,49,8591,152,883,29618,76,True,False,True,False,1697474781.4933891
116232883,4.929066,81,16421,184,393,197475,49,True,True,False,False,1697474782.2320952
75123404,4.804788,7,541,18,149,1003,402,False,False,False,False,1697474782.9660757
290383014,4.927877,38,8571,99,77,70783,11,False,False,False,False,1697474783.7058423
240798902,4.861792,20,2155,59,410,7019,4,False,False,False,False,1697474784.4119666
827899600,4.870267,33,5179,123,168,15827,2,False,False,False,False,1697474785.1404688
69010342,4.899432,5,1224,33,175,12883,120,False,False,False,False,1697474785.8563404
334358322,4.889183,39,4896,102,140,29134,111,False,False,False,False,1697474786.572148
298563272,4.929076,155,25149,305,71,14059,1,False,False,False,False,1697474787.2921193
815546911,4.800195,17,983,39,177,4510,4,False,False,False,False,1697474788.0296893
173392916,4.914533,865,163789,2347,186,1102068,619,False,False,False,False,1697474788.767745
400405513,4.90325,106,20457,360,65,40003,14,False,False,False,False,1697474789.5157437
802225812,4.849566,8,1013,38,20,5127,2,False,False,False,False,1697474790.2333286
70681764,4.88061,946,108157,2299,517,491525,10,True,True,True,False,1697474791.4275033
490415221,4.904762,1,185,3,68,3735,9,False,False,False,False,1697474792.1357932
256712430,4.952381,1,195,1,126,1222,0,False,False,False,False,1697474792.8763657
207416211,4.974446,27,24122,93,656,110392,2,False,False,False,False,1697474793.5821562
177433291,4.908195,245,28347,435,475,98458,98,False,False,False,False,1697474794.290628
63475883,4.926678,52,11151,144,1452,128984,0,True,True,False,False,1697474795.0193918
149554358,4.948081,3,1523,11,220,51380,686,False,False,False,False,1697474795.7324107
