231801028,litibabyvietnam,4.896258,52,8893,166,915,30705,"Quận Thanh Xuân, Hà Nội",90,5871.0,1582967465,1699232695.1655288
116232883,rabity.vn,4.928134,83,16870,196,398,198387,"Quận Hoàng Mai, Hà Nội",99,4178.0,1545587006,1699232695.9158576
75123404,soxbox,4.806569,7,546,18,149,1006,"Quận Cầu Giấy, Hà Nội",45,2456.0,1529288942,1699232697.4933097
290383014,beddepkids_clothes,4.927902,38,8574,99,77,70708,"Quận Bắc Từ Liêm, Hà Nội",21,,1596009048,1699232698.0447428
240798902,jadiny_official,4.864282,20,2216,60,415,7243,"Quận Tân Phú, TP. Hồ Chí Minh",88,8274.0,1585728002,1699232698.5900486
827899600,skids_boy,4.870771,34,5569,131,168,16912,"Quận Bắc Từ Liêm, Hà Nội",100,4723.0,1658911370,1699232699.1389272
69010342,lamm.cs01,4.896524,6,1227,33,175,12938,"Quận Cầu Giấy, Hà Nội",41,3190.0,1526017197,1699232699.697088
334358322,icotton.official,4.887139,41,4998,105,144,30288,"Thành Phố Tuyên Quang, Tuyên Quang",82,11404.0,1604816946,1699232700.449061
298563272,luckybigcat.vn,4.929166,155,25209,307,71,14144,,70,19449.0,1597819189,1699232701.2086232
815546911,mompavn,4.808407,21,1187,43,184,5200,"Thành Phố Bắc Ninh, Bắc Ninh",95,1533.0,1657513650,1699232701.7521756
173392916,yody.official,4.914649,872,166460,2380,169,1116297,"Thành Phố Hải Dương, Hải Dương",100,1297.0,1566876790,1699232702.2856836
400405513,dollarkids.store,4.903141,107,20524,362,66,40147,"Quận Bình Tân, TP. Hồ Chí Minh",91,7915.0,1615336835,1699232702.8431714
802225812,kysplus.offical,4.849328,8,1018,38,20,5122,"Quận Ba Đình, Hà Nội",56,10313.0,1656071746,1699232703.387644
70681764,canifa_official,4.880264,972,110549,2351,663,496125,"Huyện Văn Giang, Hưng Yên",100,5129.0,1526982933,1699232703.931617
490415221,thehousekidsvn,4.907216,1,190,3,68,3746,"Quận Đống Đa, Hà Nội",84,10479.0,1626364571,1699232704.4733062
256712430,lalalune.vn,4.952381,1,195,1,121,1233,"Quận 1, TP. Hồ Chí Minh",32,410.0,1588406200,1699232705.0186644
207416211,shopmechauchau,4.974393,27,24151,94,657,110456,"Quận Đống Đa, Hà Nội",92,5082.0,1575859524,1699232705.566445
177433291,ualarogo88,4.907451,254,29279,456,455,101095,"Thành Phố Bắc Ninh, Bắc Ninh",96,5452.0,1567956212,1699232706.1253207
63475883,aincloset,4.927452,52,11372,146,1480,133602,"Thành Phố Tam Kỳ, Quảng Nam",100,3526.0,1522722525,1699232706.6878703
149554358,haki.net.vn,4.948699,3,1539,11,220,51507,"Quận Hoàng Mai, Hà Nội",78,2325.0,1558514773,1699232707.3332856
