231801028,litibabyvietnam,4.897871,49,9234,171,927,32410,"Quận Thanh Xuân, Hà Nội",90,6008,1582967465,1700615246.2131588
116232883,rabity.vn,4.926896,83,17275,210,402,221967,"Quận Hoàng Mai, Hà Nội",96,5419,1545587006,1700615246.960261
75123404,soxbox,4.802536,7,549,19,149,1031,"Quận Cầu Giấy, Hà Nội",38,5031,1529288942,1700615247.7033744
290383014,beddepkids_clothes,4.927751,38,8583,100,77,70734,"Quận Bắc Từ Liêm, Hà Nội",65,15871,1596009048,1700615248.7055733
240798902,jadiny_official,4.866487,20,2268,60,415,7434,"Quận Tân Phú, TP. Hồ Chí Minh",88,6781,1585728002,1700615249.4299026
827899600,skids_boy,4.868473,37,6029,148,169,18658,"Quận Bắc Từ Liêm, Hà Nội",100,5271,1658911370,1700615250.185132
69010342,lamm.cs01,4.896857,6,1231,33,175,13020,"Quận Cầu Giấy, Hà Nội",37,4063,1526017197,1700615250.9190626
334358322,icotton.official,4.881255,44,5172,112,142,32193,"Thành Phố Tuyên Quang, Tuyên Quang",82,9036,1604816946,1700615251.672905
298563272,luckybigcat.vn,4.929181,156,25285,307,70,14268,,66,10532,1597819189,1700615252.4294195
815546911,mompavn,4.828494,21,1430,47,194,6869,"Thành Phố Bắc Ninh, Bắc Ninh",95,850,1657513650,1700615253.1517677
173392916,yody.official,4.914488,883,169498,2423,182,1136436,"Thành Phố Hải Dương, Hải Dương",100,1287,1566876790,1700615253.85845
400405513,dollarkids.store,4.902989,108,20553,362,69,40239,"Quận Bình Tân, TP. Hồ Chí Minh",89,5082,1615336835,1700615254.598992
802225812,kysplus.offical,4.849328,8,1018,38,20,5134,"Quận Ba Đình, Hà Nội",42,17396,1656071746,1700615255.3477771
70681764,canifa_official,4.879838,1011,114750,2434,706,510000,"Huyện Văn Giang, Hưng Yên",100,4330,1526982933,1700615256.0685563
490415221,thehousekidsvn,4.873171,2,198,5,70,3763,"Quận Đống Đa, Hà Nội",91,9692,1626364571,1700615256.7950845
256712430,lalalune.vn,4.952381,1,195,1,121,1242,"Quận 1, TP. Hồ Chí Minh",57,3041,1588406200,1700615257.775152
207416211,shopmechauchau,4.974479,27,24192,93,656,110612,"Quận Đống Đa, Hà Nội",88,6186,1575859524,1700615258.7750697
177433291,ualarogo88,4.906112,267,30212,477,459,106032,"Thành Phố Bắc Ninh, Bắc Ninh",98,3188,1567956212,1700615259.5005877
63475883,aincloset,4.926472,54,11576,149,1513,156610,"Thành Phố Tam Kỳ, Quảng Nam",99,3823,1522722525,1700615260.209102
149554358,haki.net.vn,4.949422,3,1579,11,220,51644,"Quận Hoàng Mai, Hà Nội",76,3229,1558514773,1700615261.202017
