231801028,4.89889,49,8593,152,884,29630,76,False,False,False,False,1697504317.4174514
116232883,4.929079,81,16424,184,394,197493,49,True,True,False,False,1697504318.1820652
75123404,4.804788,7,541,18,149,1003,402,False,False,False,False,1697504318.9213698
290383014,4.927877,38,8571,99,77,70781,11,False,False,False,False,1697504319.674551
240798902,4.861792,20,2155,59,410,7021,4,False,False,False,False,1697504320.4206636
827899600,4.870317,33,5181,123,168,15840,2,False,False,False,False,1697504321.1703336
69010342,4.899432,5,1224,33,175,12883,120,False,False,False,False,1697504321.8972938
334358322,4.889183,39,4896,102,140,29166,111,False,False,False,False,1697504322.649133
298563272,4.929076,155,25149,305,71,14059,1,False,False,False,False,1697504323.3833761
815546911,4.796495,18,983,39,177,4516,4,False,False,False,False,1697504324.3975434
173392916,4.914538,865,163799,2347,186,1102103,619,True,True,False,False,1697504325.1306033
400405513,4.90325,106,20457,360,63,40003,14,False,False,False,False,1697504325.8576329
802225812,4.849566,8,1013,38,20,5127,2,False,False,False,False,1697504326.6230927
70681764,4.880574,946,108173,2302,517,491560,10,True,True,False,False,1697504327.3642197
490415221,4.904762,1,185,3,68,3735,9,False,False,False,False,1697504328.1140232
256712430,4.952381,1,195,1,126,1223,0,False,False,False,False,1697504328.8672867
207416211,4.974446,27,24122,93,656,110391,2,False,False,False,False,1697504329.603721
177433291,4.908212,245,28363,435,474,98483,98,False,False,False,False,1697504330.3066056
63475883,4.926678,52,11151,144,1452,128968,0,True,True,False,False,1697504331.042136
149554358,4.948081,3,1523,11,220,51381,686,False,False,False,False,1697504331.7849898
