21785258558,231801028,27,24,24,0,13500000000,13500000000,13500000000,0,5.0,5,0,0,0,0,5,2,2,1698444655.6664627
23453782423,231801028,48,195,286,12,13365000000,13365000000,13500000000,1,4.773584905660377,53,1,1,2,1,48,11,14,1698444655.6664722
19683459171,231801028,61,52,79,1,13500000000,13500000000,13500000000,0,5.0,18,0,0,0,0,18,1,3,1698444655.666478
22980332888,231801028,165,67,74,3,7425000000,7425000000,7500000000,1,4.888888888888889,9,0,0,0,1,8,3,3,1698444655.666482
19782614923,231801028,59,125,225,9,13365000000,13365000000,13500000000,1,4.769230769230769,52,1,1,1,3,46,14,21,1698444655.6664853
23454839677,231801028,43,40,44,4,8415000000,8415000000,8500000000,1,5.0,6,0,0,0,0,6,0,1,1698444655.6664891
23256631658,231801028,24,47,47,7,15840000000,15840000000,15840000000,1,5.0,8,0,0,0,0,8,4,4,1698444655.6664925
21682761018,231801028,103,165,342,47,9405000000,9405000000,9500000000,1,4.945205479452055,73,0,1,0,1,71,26,35,1698444655.6664956
22453781966,231801028,66,205,311,24,12870000000,12870000000,13000000000,1,4.821428571428571,56,1,1,1,1,52,14,20,1698444655.666499
23752072892,231801028,52,26,42,0,12000000000,12000000000,12000000000,0,5.0,10,0,0,0,0,10,2,2,1698444655.6665022
23880331368,231801028,9,43,47,0,16500000000,16500000000,16500000000,0,4.636363636363637,11,0,1,0,1,9,1,2,1698444655.6665056
21338291848,231801028,25,24,118,37,6500000000,6500000000,6500000000,0,4.842105263157895,19,0,0,0,3,16,2,7,1698444655.666509
19584266201,231801028,64,36,37,5,16000000000,16000000000,16000000000,0,4.5,8,0,0,1,2,5,3,5,1698444655.6665118
23950424932,231801028,45,71,141,5,13365000000,13365000000,13500000000,1,4.933333333333334,30,0,0,0,2,28,7,8,1698444655.6665146
23180601161,231801028,48,51,53,2,15500000000,15500000000,15500000000,0,4.8,15,0,0,1,1,13,3,3,1698444655.6665177
19982201603,231801028,61,79,188,7,5940000000,5940000000,6000000000,1,5.0,25,0,0,0,0,25,10,12,1698444655.6665213
19582201917,231801028,67,55,111,4,5940000000,5940000000,6000000000,1,4.75,28,1,0,1,1,25,17,18,1698444655.6665244
18082217971,231801028,36,40,120,2,13860000000,13860000000,14000000000,1,4.785714285714286,28,1,0,0,2,25,9,11,1698444655.6665277
19485525903,231801028,27,5,5,0,16500000000,16500000000,16500000000,0,5.0,2,0,0,0,0,2,0,0,1698444655.6665306
14495486102,231801028,63,5,34,2,6500000000,6500000000,6500000000,0,5.0,6,0,0,0,0,6,3,5,1698444655.6665335
23175920006,231801028,82,40,71,3,6500000000,6500000000,6500000000,0,4.9,10,0,0,0,1,9,3,4,1698444655.6665363
22783612706,231801028,33,0,0,1,19000000000,19000000000,19000000000,0,0.0,0,0,0,0,0,0,0,0,1698444655.6665394
23057376226,231801028,56,10,10,0,8415000000,8415000000,8500000000,1,5.0,1,0,0,0,0,1,0,0,1698444655.666542
15998330131,231801028,21,0,0,0,27000000000,27000000000,27000000000,0,0.0,0,0,0,0,0,0,0,0,1698444655.666545
20391569222,231801028,55,42,93,5,8415000000,8415000000,8500000000,1,4.9411764705882355,17,0,0,0,1,16,4,5,1698444655.6665542
20482441255,231801028,29,34,79,4,12500000000,12500000000,12500000000,0,4.928571428571429,14,0,0,0,1,13,4,4,1698444655.66656
20693036627,231801028,23,10,16,0,27720000000,27720000000,28000000000,1,5.0,3,0,0,0,0,3,0,1,1698444655.666563
18485425812,231801028,17,4,4,0,14000000000,14000000000,14000000000,0,0.0,0,0,0,0,0,0,0,0,1698444655.6665661
22358342339,231801028,12,2,2,0,12000000000,12000000000,12000000000,0,5.0,1,0,0,0,0,1,0,0,1698444655.666569
21891762093,231801028,39,34,62,1,16500000000,16500000000,16500000000,0,5.0,16,0,0,0,0,16,6,6,1698444655.6665719
19591391976,231801028,5,18,64,5,13000000000,13000000000,13000000000,0,5.0,11,0,0,0,0,11,4,6,1698444655.6665769
12499267890,231801028,27,2,2,0,26000000000,26000000000,26000000000,0,0.0,0,0,0,0,0,0,0,0,1698444655.66658
16599173327,231801028,14,3,3,0,24750000000,24750000000,24750000000,1,5.0,1,0,0,0,0,1,0,0,1698444655.6665828
23580601761,231801028,15,2,2,0,9000000000,9000000000,9000000000,0,5.0,1,0,0,0,0,1,0,1,1698444655.666586
18994594646,231801028,28,0,0,0,9000000000,9000000000,9000000000,0,0.0,0,0,0,0,0,0,0,0,1698444655.666589
22924510020,231801028,26,2,189,1,11400000000,11400000000,11400000000,5,4.9523809523809526,42,0,0,0,2,40,11,15,1698444655.666592
21084086269,231801028,34,11,15,0,13500000000,13500000000,13500000000,0,5.0,3,0,0,0,0,3,1,1,1698444655.6666036
16399287770,231801028,21,0,0,0,19000000000,19000000000,19000000000,0,0.0,0,0,0,0,0,0,0,0,1698444655.6666064
22656111382,231801028,22,21,21,1,8910000000,8910000000,9000000000,1,5.0,4,0,0,0,0,4,1,2,1698444655.6666095
18385211450,231801028,35,4,4,0,16830000000,16830000000,16830000000,1,0.0,0,0,0,0,0,0,0,0,1698444655.6666121
22501421455,231801028,17,6,12,12,9500000000,9500000000,9500000000,0,5.0,3,0,0,0,0,3,0,0,1698444655.6666148
23058797426,231801028,13,0,0,0,19000000000,19000000000,19000000000,0,0.0,0,0,0,0,0,0,0,0,1698444655.6666207
15698057246,231801028,26,7,10,2,22500000000,22500000000,22500000000,0,5.0,1,0,0,0,0,1,0,0,1698444655.6666236
22883566794,231801028,41,1,1,0,26000000000,26000000000,26000000000,0,5.0,1,0,0,0,0,1,1,1,1698444655.666626
18161968955,231801028,38,9,24,2,22770000000,22770000000,23000000000,1,4.571428571428571,7,0,1,0,0,6,2,3,1698444655.666629
19794357208,231801028,38,0,0,0,19000000000,19000000000,19000000000,0,0.0,0,0,0,0,0,0,0,0,1698444655.6666322
18199001891,231801028,55,4,4,0,9900000000,9900000000,9900000000,1,5.0,1,0,0,0,0,1,0,0,1698444655.6666374
15298707128,231801028,6,3,24,1,14100000000,14100000000,14100000000,6,4.875,8,0,0,0,1,7,3,7,1698444655.666641
19191387142,231801028,20,18,31,0,16500000000,16500000000,16500000000,0,5.0,6,0,0,0,0,6,0,0,1698444655.6666436
23655108452,231801028,17,19,21,0,13500000000,13500000000,13500000000,0,4.0,5,0,1,1,0,3,1,2,1698444655.6666462
16399136110,231801028,27,12,12,3,15840000000,15840000000,15840000000,1,5.0,4,0,0,0,0,4,1,2,1698444655.666649
18467940489,231801028,38,6,15,0,9000000000,9000000000,9000000000,0,5.0,2,0,0,0,0,2,0,0,1698444655.666654
22277533466,231801028,46,9,29,3,16000000000,16000000000,16000000000,0,4.666666666666667,6,0,0,1,0,5,0,0,1698444655.6666572
18785525931,231801028,14,0,0,1,19000000000,19000000000,19000000000,0,0.0,0,0,0,0,0,0,0,0,1698444655.6666605
10691684421,231801028,41,10,17,21,18000000000,18000000000,18000000000,0,5.0,2,0,0,0,0,2,2,2,1698444655.666664
23354920414,231801028,25,46,52,2,17000000000,17000000000,17000000000,0,4.571428571428571,14,1,0,1,0,12,0,2,1698444655.666667
20048438429,231801028,45,30,58,34,21000000000,21000000000,21000000000,0,4.714285714285714,14,0,0,1,2,11,2,2,1698444655.6666722
23677530898,231801028,26,9,22,3,14355000000,14355000000,14500000000,1,4.625,8,0,1,0,0,7,3,3,1698444655.6666756
23553915101,231801028,38,16,29,1,20000000000,20000000000,20000000000,0,3.875,8,1,1,1,0,5,0,1,1698444655.666678
23378341150,231801028,44,11,25,3,16500000000,16500000000,16500000000,0,5.0,5,0,0,0,0,5,0,1,1698444655.6666808
22757757282,231801028,21,3,3,1,18810000000,18810000000,18810000000,1,5.0,1,0,0,0,0,1,1,1,1698444655.6666837
23557376902,231801028,17,7,7,0,21780000000,21780000000,21780000000,1,5.0,2,0,0,0,0,2,1,1,1698444655.6666865
14796307500,231801028,50,1,33,0,9025000000,9025000000,9025000000,5,4.8,10,0,0,1,0,9,0,1,1698444655.6666915
22575578927,231801028,19,143,259,15,13365000000,13365000000,13500000000,1,4.984126984126984,63,0,0,0,1,62,18,25,1698444655.666695
23554590261,231801028,46,8,10,2,26000000000,26000000000,26000000000,0,5.0,5,0,0,0,0,5,1,1,1698444655.666698
18759546845,231801028,40,22,117,16,7500000000,7500000000,7500000000,0,5.0,23,0,0,0,0,23,7,9,1698444655.6667013
22656570783,231801028,36,13,13,3,14850000000,14850000000,15000000000,1,0.0,0,0,0,0,0,0,0,0,1698444655.6667042
11798658753,231801028,41,30,84,14,11385000000,11385000000,11500000000,1,4.958333333333333,24,0,0,0,1,23,9,13,1698444655.6667094
