231801028,4.898793,49,8584,152,883,29580,76,True,False,True,False,1697453129.5059366
116232883,4.929049,81,16402,184,377,197444,49,True,True,False,False,1697453130.2915316
75123404,4.804788,7,541,18,149,1003,402,False,False,False,False,1697453131.0488842
290383014,4.927877,38,8571,99,77,70785,11,False,False,False,False,1697453131.7994585
240798902,4.861792,20,2155,59,410,7018,4,False,False,False,False,1697453132.7904809
827899600,4.870378,33,5167,123,168,15805,2,False,False,False,False,1697453133.5198271
69010342,4.899432,5,1224,33,175,12883,120,False,False,False,False,1697453134.2597566
334358322,4.889161,39,4895,102,140,29106,111,False,False,False,False,1697453135.002407
298563272,4.929076,155,25149,305,71,14056,1,False,False,False,False,1697453135.7561975
815546911,4.80098,17,978,38,177,4495,4,False,False,False,False,1697453136.468655
173392916,4.914538,864,163705,2347,186,1101694,619,False,False,False,False,1697453137.2034297
400405513,4.903231,106,20453,360,65,40001,14,False,False,False,False,1697453137.9559772
802225812,4.849566,8,1013,38,20,5127,2,False,False,False,False,1697453138.690451
70681764,4.880637,946,108071,2296,517,491447,10,True,True,True,False,1697453139.669729
490415221,4.904762,1,185,3,68,3734,9,False,False,False,False,1697453140.386215
256712430,4.952381,1,195,1,126,1222,0,False,False,False,False,1697453141.1337843
207416211,4.974488,27,24121,93,656,110393,2,False,False,False,False,1697453141.8460069
177433291,4.908608,242,28322,434,475,98381,98,False,False,False,False,1697453142.7273173
63475883,4.926628,52,11144,144,1452,128988,0,True,True,False,False,1697453143.4439437
149554358,4.948081,3,1523,11,220,51381,686,False,False,False,False,1697453144.1646574
