231801028,4.898793,49,8584,152,883,29580,76,True,False,True,False,1697455548.4154155
116232883,4.929067,81,16406,184,377,197444,49,True,True,False,False,1697455549.1896935
75123404,4.804788,7,541,18,149,1003,402,False,False,False,False,1697455550.2106364
290383014,4.927877,38,8571,99,77,70784,11,False,False,False,False,1697455550.9379325
240798902,4.861792,20,2155,59,410,7018,4,False,False,False,False,1697455551.6615849
827899600,4.870378,33,5167,123,168,15806,2,False,False,False,False,1697455552.375744
69010342,4.899432,5,1224,33,175,12883,120,False,False,False,False,1697455553.109997
334358322,4.889161,39,4895,102,140,29109,111,False,False,False,False,1697455553.8422537
298563272,4.929076,155,25149,305,71,14056,1,False,False,False,False,1697455554.5444052
815546911,4.80098,17,978,38,177,4496,4,False,False,False,False,1697455555.2555952
173392916,4.914536,864,163712,2347,186,1101703,619,False,False,False,False,1697455555.9923277
400405513,4.903235,106,20454,360,65,40001,14,False,False,False,False,1697455556.7391355
802225812,4.849566,8,1013,38,20,5127,2,False,False,False,False,1697455557.4424875
70681764,4.880638,946,108080,2296,517,491453,10,True,False,True,False,1697455558.4415991
490415221,4.904762,1,185,3,68,3734,9,False,False,False,False,1697455559.2340405
256712430,4.952381,1,195,1,126,1222,0,False,False,False,False,1697455559.9777033
207416211,4.974488,27,24121,93,656,110393,2,False,False,False,False,1697455560.697757
177433291,4.908608,242,28322,434,475,98385,98,False,False,False,False,1697455561.401234
63475883,4.926635,52,11145,144,1452,128984,0,True,True,False,False,1697455562.1777225
149554358,4.948081,3,1523,11,220,51381,686,False,False,False,False,1697455562.962619
