231801028,4.898793,49,8584,152,883,29588,76,True,False,True,False,1697459206.5068796
116232883,4.929031,81,16412,184,384,197447,49,True,True,False,False,1697459207.2739325
75123404,4.804788,7,541,18,149,1003,402,False,False,False,False,1697459208.0526075
290383014,4.927877,38,8571,99,77,70784,11,False,False,False,False,1697459208.8340561
240798902,4.861792,20,2155,59,410,7018,4,False,False,False,False,1697459209.603427
827899600,4.870402,33,5169,123,168,15808,2,False,False,False,False,1697459210.5538406
69010342,4.899432,5,1224,33,175,12883,120,False,False,False,False,1697459211.3201628
334358322,4.889161,39,4895,102,140,29114,111,False,False,False,False,1697459212.0372515
298563272,4.929076,155,25149,305,71,14057,1,False,False,False,False,1697459212.7774346
815546911,4.801758,17,982,38,177,4498,4,False,False,False,False,1697459213.479583
173392916,4.91454,864,163732,2347,186,1101745,619,False,False,False,False,1697459214.1613734
400405513,4.903235,106,20454,360,65,40002,14,False,False,False,False,1697459214.8863623
802225812,4.849566,8,1013,38,20,5127,2,False,False,False,False,1697459215.682095
70681764,4.880634,946,108092,2297,517,491464,10,True,False,True,False,1697459216.4585114
490415221,4.904762,1,185,3,68,3734,9,False,False,False,False,1697459217.250958
256712430,4.952381,1,195,1,126,1222,0,False,False,False,False,1697459218.0088077
207416211,4.974488,27,24121,93,656,110394,2,False,False,False,False,1697459218.72822
177433291,4.908608,242,28322,434,475,98394,98,False,False,False,False,1697459219.4546652
63475883,4.926663,52,11149,144,1452,128981,0,True,True,False,False,1697459220.2046037
149554358,4.948081,3,1523,11,220,51380,686,False,False,False,False,1697459220.9129772
