231801028,4.898793,49,8584,152,883,29593,76,True,False,True,False,1697461035.6984525
116232883,4.929031,81,16412,184,384,197450,49,True,True,False,False,1697461036.5011005
75123404,4.804788,7,541,18,149,1003,402,False,False,False,False,1697461037.2373407
290383014,4.927877,38,8571,99,77,70784,11,False,False,False,False,1697461037.9546487
240798902,4.861792,20,2155,59,410,7018,4,False,False,False,False,1697461038.6969643
827899600,4.870402,33,5169,123,168,15808,2,False,False,False,False,1697461039.4789732
69010342,4.899432,5,1224,33,175,12883,120,False,False,False,False,1697461040.2004426
334358322,4.889161,39,4895,102,140,29118,111,False,False,False,False,1697461041.0022213
298563272,4.929076,155,25149,305,71,14057,1,False,False,False,False,1697461041.7780898
815546911,4.8,17,982,39,177,4499,4,False,False,False,False,1697461042.4980052
173392916,4.914518,865,163747,2347,186,1101769,619,False,False,False,False,1697461043.2246606
400405513,4.903245,106,20456,360,65,40002,14,False,False,False,False,1697461043.9800503
802225812,4.849566,8,1013,38,20,5127,2,False,False,False,False,1697461044.6942713
70681764,4.880625,946,108101,2298,517,491472,10,True,False,True,False,1697461045.646517
490415221,4.904762,1,185,3,68,3735,9,False,False,False,False,1697461046.4258826
256712430,4.952381,1,195,1,126,1222,0,False,False,False,False,1697461047.1468246
207416211,4.974488,27,24121,93,656,110394,2,False,False,False,False,1697461047.9003427
177433291,4.908638,242,28331,434,475,98400,98,False,False,False,False,1697461048.623131
63475883,4.926663,52,11149,144,1452,128980,0,True,True,False,False,1697461049.347075
149554358,4.948081,3,1523,11,220,51380,686,False,False,False,False,1697461050.0757346
